snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-366-to-455-days,inv-age-456-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-366-455-days,estimated-ais-366-455-days,quantity-to-be-charged-ais-456-plus-days,estimated-ais-456-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Reserved Staging,Total Days of Supply (including units from open shipments),supplier,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date,Zoho SKU
6/8/2026,TK-KCDT-JPMG,X003V7T9U7,B0C8RMX2DZ,USAV Solutions Set of 5 Speaker Cable for Bose Lifestyle Acoustimass System - RCA to Bare Wire - White,New,3,0,14,3,0,0,0,0,USD,1,4,10,16,Low traffic,59.88,0,59.88,0,CreateShippingPlan,,0,0,0,0,1.05,0.148148,cubic feet,Standard,0.444444,US,gl_home_entertainment,147197,116,0,3,2,59.88,59.88,239.52,598.8,958.08,12,1,1,0,0,1.41,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,160.5,7,Healthy,,,6/8/2026,Yes,No,160.5,97.6,6/6/2026,15,12,1,1,0,132,unassigned,N,,,,
6/8/2026,00957-W,X0050L278X,B0GP2TZP46,USAV Solutions wall Mount Bracket Bose WB-50 Series II Slideconnect - White,New,18,0,18,0,0,0,0,0,USD,0,2,2,6,Low traffic,34.88,0,34.88,0,NoRestockExcessActionRequired,,0,0,0,563.7,0.59,0.081019,cubic feet,,1.458342,US,gl_electronics,,156,0,36,39,34.88,0,69.76,69.76,209.28,0,18,0,0,0,1.04,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,302,5,Healthy,,,6/8/2026,Yes,No,302,182.7,6/6/2026,18,0,1,0,0,164,unassigned,N,,,,
6/8/2026,EE-63NH-0SCY,X003ATFWE3,B0B5FPB9PR,USAV Wall Mount Brackets Black (Pair) for Bose Lifestyle 18/28/38 Satellite Speaker,New,20,0,21,0,0,0,0,0,USD,0,8,14,24,Low traffic,19.88,0,19.88,0,NoRestockExcessActionRequired,,0,0,0,0,0.95,0.035476,cubic feet,Standard,0.70952,US,gl_wireless,,113,0,10,10,19.88,0,159.04,278.32,477.12,0,0,21,0,0,0.49,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,95.1,10,Healthy,,,6/8/2026,Yes,No,89,95.1,6/6/2026,21,1,0,0,0,113,unassigned,N,,,,
6/8/2026,XJ-285I-S0WO,X003ARX1ON,B0B5CHTXD6,USAV Wall Mount Brackets for Black Bose 161 151 SE Speaker - Pair,New,12,0,14,0,0,0,0,0,USD,8,26,36,45,Low traffic,21.88,0,21.88,0,NoRestockExcessActionRequired,,0,0,0,0,1.29,0.022012,cubic feet,Standard,0.264144,US,gl_wireless,,96,0,6,12,21.88,175.04,568.88,787.68,984.6,0,0,14,0,0,0.59,30,0,30,0,,2,0,,,,,,,,,,,,,,,,,68.1,22,Low stock,,,6/8/2026,Yes,No,34.5,68.1,6/6/2026,42,0,0,2,0,101,unassigned,N,,,,
6/8/2026,XO-85M2-PWLI,X00272DHNH,B07RZVRMS8,USAV Wall Mount Brackets for White Bose 151 Speaker - Pair,New,20,0,22,0,0,0,0,0,USD,6,28,45,61,Low traffic,21.88,0,21.88,0,CreateShippingPlan,,0,0,0,0,1.46,0.028205,cubic feet,Standard,0.5641,US,gl_electronics,,30,0,2,4,21.88,131.28,612.64,984.6,1334.68,0,22,0,0,0,0.3,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,59.9,17,Healthy,28,6/14/2026,6/8/2026,Yes,No,40.2,59.9,6/6/2026,22,2,0,0,0,30,unassigned,N,,,,
6/8/2026,amzn.gr.QU-0W1L-CCVB-5RltcKucuVAIGi9B-AC,X0053P1IYF,B0BDTJKS7R,USAV Wall Mount Ceiling Bracket for Bose Jewel Cube Speaker - Pair Black,Used,1,0,1,0,0,0,0,0,USD,,,,,Low traffic,14.62,0,20.88,14.62,Advertise listing,,0,0,0,0,1.81,0.03982,cubic feet,Standard,0.03982,US,gl_wireless,,0,0,,,20.88,,,,,0,1,0,0,0,0.01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,75,6/15/2026,,,,,,6/6/2026,1,0,0,0,0,0,unassigned,N,,,,
6/8/2026,amzn.gr.QU-0W1L-CCVB--T0pRtnBnXQOya9a-VG,X005412G5X,B0BDTJKS7R,USAV Wall Mount Ceiling Bracket for Bose Jewel Cube Speaker - Pair Black,Used,1,0,1,0,0,0,0,0,USD,,,,,Low traffic,16.7,0,20.88,14.62,Advertise listing,,0,0,0,0,1.81,0.03982,cubic feet,Standard,0.03982,US,gl_wireless,,0,0,,,20.88,,,,,1,0,0,0,0,0.01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,75,6/15/2026,,,,,,6/6/2026,1,0,0,0,0,0,unassigned,N,,,,
6/8/2026,amzn.gr.D8-JQHT-6OFZ--T0pRtnBnXQOya9a-VG,X00559QXOT,B0BDTJKS7R,USAV Wall Mount Ceiling Bracket for Bose Jewel Cube Speaker - Pair Black,Used,1,0,1,0,0,0,0,0,USD,,,,,Low traffic,16.7,0,20.88,14.62,Advertise listing,,,0,0,,1.81,0.03982,cubic feet,Standard,0.03982,US,gl_wireless,,0,0,,,20.88,,,,,1,0,0,0,0,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,75,6/15/2026,,,,,,6/6/2026,1,0,0,0,0,0,unassigned,N,,,,
6/8/2026,QU-0W1L-CCVB,X003GTWO9N,B0BDTJKS7R,USAV Wall Mount Ceiling Bracket for Bose Jewel Cube Speaker - Pair Black,New,17,0,45,0,0,0,0,0,USD,3,34,58,85,Low traffic,20.88,0,20.88,14.62,CreateShippingPlan,,0,0,0,0,1.81,0.03982,cubic feet,Standard,0.67694,US,gl_wireless,,87,0,5,7,20.88,62.64,709.92,1211.04,1774.8,34,11,0,0,0,1.95,30,0,30,0,,0,0,,,,,,,,,,,,,,,,,37.1,48,Low stock,,,6/8/2026,Yes,No,21.5,37.1,6/6/2026,77,30,0,0,0,87,unassigned,N,,,,
6/8/2026,1O-XHCK-LBJ7,X0034YQ8W9,B00006I53A,Bose 161 Speaker System (Black) - Ideal for Stereo or Home Theater use,Used,0,0,5,0,0,0,0,0,USD,2,5,9,11,Low traffic,116,0,0,116,CreateShippingPlan,,92.8,9,0,703.71,2.1,0.545569,cubic feet,Standard,0,US,gl_electronics,82222,,0,2,3,116,232,580,1044,1276,0,5,0,0,0,2.34,3,0,3,0,,2,2,,,,,,,,,,,,,,,,,44.6,,,,,6/8/2026,Yes,No,44.6,41.1,6/6/2026,6,3,0,2,0,,unassigned,N,,,,
6/8/2026,77-3QJO-XTVO,X004FCGJD7,B0D7KFBH39,Replacement Bose Control Console for Bose Lifestyle V25 V35 135,Used,0,0,2,0,0,0,0,0,USD,0,1,2,4,Low traffic,258,0,0,258,CreateShippingPlan,,206.4,9,0,213.4,2,0.875,cubic feet,Standard,0,US,gl_electronics,169323,22,0,0,0,258,0,258,516,1032,2,0,0,0,0,0.63,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,15,1,Healthy,1,6/14/2026,6/8/2026,Yes,No,1,15,6/6/2026,1,1,0,1,0,44,unassigned,N,,,,
6/8/2026,M4-LZQE-2J02,X0026FNPFZ,B07S2BN5YC,Wall Mount Brackets Black (Pair) for Bose 321 Satellite Speakers,New,10,0,39,0,0,0,0,0,USD,2,11,29,39,Low traffic,20.88,0,20.88,0,CreateShippingPlan,,0,0,0,0,1.43,0.015951,cubic feet,Standard,0.15951,US,gl_electronics,,88,0,3,3,20.88,41.76,229.68,605.52,814.32,39,0,0,0,0,0.38,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,54.6,23,Healthy,,,6/8/2026,Yes,No,52.2,54.6,6/6/2026,39,29,1,0,0,91,unassigned,N,,,,
6/8/2026,IY-GO3Y-T1CL,X0028BQDHJ,B07SQBGTPN,Wall Mount Brackets Black (Pair) for Bose Cinemate Series II Satellite Speakers,New,48,0,50,0,0,0,0,0,USD,7,18,40,59,Low traffic,20.88,0,20.88,0,NoRestockExcessActionRequired,,0,0,0,0,1.08,0.012278,cubic feet,Standard,0.589344,US,gl_electronics,,79,0,10,10,20.88,146.16,375.84,835.2,1231.92,30,0,20,0,0,0.37,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,74.8,17,Healthy,3,6/15/2026,6/8/2026,Yes,No,74.8,71.2,6/6/2026,50,2,0,0,0,79,unassigned,N,,,,
6/8/2026,ZL-ULP2-KB4O,X004MECMCZ,B0016HF8DA,Wii Rock Band Wireless Guitar,Used,1,0,0,0,0,0,1,0,USD,,,,,Low traffic,168,0,0,168,Create removal order,,0,0,0,365.48,0,1.421875,cubic feet,Oversize,1.421875,US,gl_video_games,49964,,1,,,43,,,,,0,0,0,0,0,10.54,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.81,0,0,,,Excess,,,,,,,,6/6/2026,1,0,0,0,0,,unassigned,N,,,,
6/8/2026,IJ-MXX9-OOF2,X0048785DL,B07F39ZKK9,"Bose Surround Sound System for Home Theater, Black",,0,0,1,0,0,0,0,0,USD,0,2,2,2,,0,0,0,0,CreateShippingPlan,,,0,0,,2,0.405253,cubic feet,Standard,0,US,gl_electronics,,,0,0,0,399,0,676,676,676,0,1,0,0,0,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,29.5,,,,,6/8/2026,Yes,No,23.5,29.5,6/6/2026,0,0,0,0,0,,unassigned,N,,,,
6/8/2026,01900-N,X004UQ7XL5,B0F6WHQJNX,Replacement Bluetooth WiFi SoundTouch Pedestal for Bose Wave Music System IV Espresso Black,New,0,0,2,0,0,0,0,0,USD,1,2,6,9,Low traffic,368,0,368,194.88,CreateShippingPlan,,0,0,0,0,1.9,0.494787,cubic feet,Standard,0,US,gl_electronics,193272,56,0,8,5,368,368,736,2208,3312,0,2,0,0,0,1.45,4,0,4,0,,1,1,,,,,,,,,,,,,,,,,55,3,Out of stock,,,6/8/2026,Yes,No,55,33.6,6/6/2026,4,0,0,1,0,67,unassigned,N,,,,
6/8/2026,X8-YNPF-3DU7,X004MW1UIT,B001ABLHJG,Xbox 360 Guitar Hero World Tour Guitar Kit,Used,1,0,0,0,0,0,1,0,USD,,,,,Low traffic,178.88,0,307.71,178.88,Create removal order,,0,0,0,134.74,0,0.478432,cubic feet,Oversize,0.478432,US,gl_video_games,,,1,,,299.99,,,,,0,0,0,0,0,3.55,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,0,0,,,Excess,,,,,,,,6/6/2026,1,0,0,0,0,,unassigned,N,,,,
